name,age,grade,disability,001_01_01_accuracy,001_01_01_time,001_01_01_attempts,001_01_01_weakness,001_01_02_accuracy,001_01_02_time,001_01_02_attempts,001_01_02_weakness,001_01_03_accuracy,001_01_03_time,001_01_03_attempts,001_01_03_weakness,001_01_04_accuracy,001_01_04_time,001_01_04_attempts,001_01_04_weakness,001_01_05_accuracy,001_01_05_time,001_01_05_attempts,001_01_05_weakness,001_01_06_accuracy,001_01_06_time,001_01_06_attempts,001_01_06_weakness,001_01_07_accuracy,001_01_07_time,001_01_07_attempts,001_01_07_weakness,001_02_01_accuracy,001_02_01_time,001_02_01_attempts,001_02_01_weakness,001_02_02_accuracy,001_02_02_time,001_02_02_attempts,001_02_02_weakness,001_02_03_accuracy,001_02_03_time,001_02_03_attempts,001_02_03_weakness,001_02_04_accuracy,001_02_04_time,001_02_04_attempts,001_02_04_weakness,001_02_05_accuracy,001_02_05_time,001_02_05_attempts,001_02_05_weakness,001_02_06_accuracy,001_02_06_time,001_02_06_attempts,001_02_06_weakness,001_02_07_accuracy,001_02_07_time,001_02_07_attempts,001_02_07_weakness,001_02_08_accuracy,001_02_08_time,001_02_08_attempts,001_02_08_weakness,001_02_09_accuracy,001_02_09_time,001_02_09_attempts,001_02_09_weakness,001_02_10_accuracy,001_02_10_time,001_02_10_attempts,001_02_10_weakness,001_03_01_accuracy,001_03_01_time,001_03_01_attempts,001_03_01_weakness,001_03_02_accuracy,001_03_02_time,001_03_02_attempts,001_03_02_weakness,001_03_03_accuracy,001_03_03_time,001_03_03_attempts,001_03_03_weakness,001_03_04_accuracy,001_03_04_time,001_03_04_attempts,001_03_04_weakness,001_03_05_accuracy,001_03_05_time,001_03_05_attempts,001_03_05_weakness,001_03_06_accuracy,001_03_06_time,001_03_06_attempts,001_03_06_weakness,001_03_07_accuracy,001_03_07_time,001_03_07_attempts,001_03_07_weakness,001_pin_accuracy,001_pin_time,001_can_accuracy,001_can_time,001_bud_accuracy,001_bud_time,001_kid_accuracy,001_kid_time,001_leg_accuracy,001_leg_time,001_gas_accuracy,001_gas_time,001_fin_accuracy,001_fin_time,001_elf_accuracy,001_elf_time,001_hem_accuracy,001_hem_time,001_rot_accuracy,001_rot_time,002_cot_accuracy,002_cot_time,002_bid_accuracy,002_bid_time,002_set_accuracy,002_set_time,002_rim_accuracy,002_rim_time,002_cap_accuracy,002_cap_time,002_hug_accuracy,002_hug_time,002_kit_accuracy,002_kit_time,002_fog_accuracy,002_fog_time,002_lap_accuracy,002_lap_time,002_pen_accuracy,002_pen_time
Student_0,10,8,Hearing Impairment,0.8088204770801117,1.911803757311747,6,0,0.5985544289819115,3.8617921448574517,7,1,0.6706902681875083,4.973499851942514,1,0,0.7677934894812939,3.2303825087865325,9,0,0.5957735613829312,2.2561042989101066,1,1,0.4964683472772603,1.5072173806193736,2,1,0.5657574239298855,3.2881966331181673,3,1,0.7496792179598412,3.7806584666933274,1,0,0.6174457051416657,1.1955223428123642,7,0,0.693590352609252,3.850259522818366,2,0,0.9899727481119227,2.7344902607489407,1,0,0.024146041620757064,3.41833514344953,2,1,0.4906992854704504,4.10359598996585,8,1,0.5911210038605876,2.6732569598064786,1,1,0.378786781819886,4.248206432797399,5,1,0.8854478083917333,3.8319260235880006,9,0,0.22625633633322206,1.8944215205646633,5,1,0.6619560906152446,3.050187482980993,3,0,0.9413503784267039,2.5070199760550715,7,0,0.7512204896040449,1.3615770058566685,4,0,0.8249500570034257,2.226378843472148,5,0,0.17168710983469548,1.2167698704012735,9,1,0.3489186943904091,2.556367171472096,3,1,0.3515235371189467,3.485288239653901,2,1,0.11005183705679866,4881.600140902537,0.7994528407086677,5610.886437173398,0.03933475555360688,5418.323630258281,0.8755854887748689,5308.32007360048,0.32646886802561303,5473.730604798573,0.8385589937942114,5308.728713940213,0.9521908938626217,4655.105007875808,0.8501258863663669,4902.914639235409,0.9063631647578161,3834.515775279631,0.6218801706124432,4830.808518662789,0.8954148580161176,4545.372387392381,0.03551670120840866,4509.164112525136,0.7003315016169676,4978.057080827377,0.06527890783779366,5390.059436962549,0.40816293088434996,4989.177921755033,0.1572344161812098,5276.343204456601,0.3984819328799799,4293.564589067879,0.18286870681429068,4467.41455771735,0.9315750872320243,4596.8429026406975,0.8554287654260819,4622.924427364409
Student_1,10,7,Visual Impairment,0.5627661703396042,4.238278473378218,1,1,0.6088796094899844,2.024003996139647,7,0,0.9542382614551355,1.3635615004785886,6,0,0.13054462562382585,4.551355212334523,7,1,0.610302225284799,4.1830393991758505,1,0,0.8574733288528388,2.7048438057037596,8,0,0.1770822295673805,2.9698685764444983,1,1,0.8388967903028907,1.722276242926763,5,0,0.11294042996595355,4.523675249401222,4,1,0.4668214594231237,1.8383955643966274,1,1,0.2686715949649763,2.5725676578038326,6,1,0.5072219243807538,3.0741691460935217,6,1,0.5435420077656079,1.3228810322929818,4,1,0.3440194745019082,1.2718173836485747,4,1,0.716946098932143,4.066240528861105,8,0,0.6241723454714053,4.707730666950193,4,0,0.14286105945944305,3.750068255310512,2,1,0.6123525625906403,4.936714783953968,9,0,0.688856687142961,2.9341292852006333,9,0,0.32368664748327636,4.714530969549905,1,1,0.40068227627745023,1.1220098046804936,2,1,0.3853876645978539,1.1712773598185167,9,1,0.2575305921009766,1.853805568585869,3,1,0.8936380289025858,1.5543682323081969,4,0,0.49108717818398917,5492.941068637534,0.29631251264536596,5494.295158878353,0.5637987733745619,4972.755089199277,0.8429447276438927,5878.074560573278,0.6258431455472738,4668.582353476843,0.1890543239525413,5625.335989775491,0.31040109567947205,4977.396499579976,0.1324307130043303,6300.516499502378,0.17354976918057785,5031.1381028626665,0.22008706200331962,5448.204578107393,0.5139760383941426,4168.216426451952,0.4078847602921226,5008.141383235337,0.43253670859498505,4851.805074438886,0.20376670916789152,4954.352308885527,0.06971501631338717,5601.023093876544,0.3428219542637442,5560.875447466922,0.5175668173881757,5888.910834157069,0.40589876614686937,5092.39900375873,0.2372980323500301,5426.093238753385,0.28705591842518985,4360.70508889143
Student_2,8,1,Hearing Impairment,0.1037202490136434,1.008356361883807,3,1,0.43780292101853313,3.7797175757446535,2,1,0.029299873279080124,1.9670491951980882,7,1,0.6207915232815535,1.728399719109548,9,0,0.4136962181505769,3.242286287747254,9,1,0.6625253832695313,4.771219411660003,8,0,0.8878858900984667,1.0724516070404082,3,0,0.1121447827205716,1.778536816812967,7,1,0.2073273863077043,1.1882770582489766,7,1,0.8235690298557324,2.904949016215504,7,0,0.782160990768917,2.587370196805019,3,0,0.25868196746210215,4.953563835403061,5,1,0.9595804999823991,4.896356617427878,5,0,0.9390769439791438,2.1009367807813026,4,0,0.4946453531020525,2.9708191434044946,8,1,0.327576925107697,1.4463554942607724,5,1,0.6225842724852652,3.012405864245553,4,0,0.9913103660025998,4.477171834165806,2,0,0.17489358545793732,3.533460109952928,6,1,0.2087126380746922,3.4455142559939653,4,1,0.21499947408680442,3.9755054122548534,5,1,0.08973139120323692,3.098743624479945,7,1,0.8346288999128516,3.733876265982007,4,0,0.9047442476349662,1.1404864242750778,6,0,0.8018877057787215,5218.305915041947,0.04485317234959296,5499.947872092183,0.12284956037587236,4323.401439931029,0.5787372145135035,5471.239202275016,0.34178784707234156,5086.3033742023845,0.303601400185035,4760.4432317431,0.8363418730277633,5353.330017653763,0.47117375589330834,5368.3037463058945,0.6104575493295086,4896.515757627107,0.4812062842898882,4994.925791478519,0.6605846818266051,4756.107268812595,0.19814361345093967,5248.580713090338,0.9116828189355964,5162.817423463945,0.7701659710522643,4650.320696180181,0.2794184221741087,3943.6424770438925,0.045028712056765174,4330.339466517258,0.2254054706132722,4797.071724117187,0.9441947557511936,5278.96418314125,0.07080853131910259,4693.907833583503,0.23551971826837326,4862.442588450011
Student_3,15,6,ADHD,0.6966869728245302,3.420565717285219,6,0,0.35612699326727015,2.5594154091763923,5,1,0.7544883880470485,4.864045102589162,6,0,0.4352572560628082,1.2496830277674373,7,1,0.9868711120623102,4.41752760067598,8,0,0.11112095687350132,1.1954432414883347,2,1,0.5814725633998404,2.1481542338242448,6,1,0.7820877710165793,2.1243388675128982,4,0,0.4893537711119671,4.776425667988981,1,1,0.40945398480624784,2.337427889586727,6,1,0.5971034933528632,2.911723882715401,5,1,0.8371828190522552,3.922408463571063,8,0,0.5420353497533515,4.202052829875052,1,1,0.1456609649337942,3.4722255029046916,3,1,0.2604232567411351,3.543260722622022,9,1,0.818062360885531,2.575483086034294,6,0,0.5392511148110891,1.9298151104322265,5,1,0.08345940727359857,2.9099591639798073,2,1,0.2715658008549735,3.949195722477557,7,1,0.6147328421146798,1.9681073744080781,4,0,0.3493180795323255,3.7090271986101997,1,1,0.7615831365020784,3.101567226697066,3,0,0.07719257174710326,1.5418456368911646,5,1,0.8373252542714101,2.1851455279505325,3,0,0.16521819689748662,4690.647266273944,0.48633019887979734,4413.290139792871,0.16039321003341522,4544.361642052994,0.017485583399670435,4613.55887606083,0.1977083700841662,4548.572559466891,0.6687028175604967,4755.270223030012,0.11621619270245154,4777.209715511767,0.2153562423862423,5279.377363148787,0.984927459462435,4946.823872099957,0.31403319422728904,4258.088004268799,0.03603360956962354,5621.389330880586,0.917066500152455,4762.688894707768,0.7372180348236607,5490.482004514491,0.7845422617376644,5703.665622448323,0.41135272098094944,5402.34558478476,0.9624276295153826,4747.539388863189,0.28716912477316947,4910.60070263213,0.8727094091995967,5057.622581800523,0.9747112253407889,4663.9129530793425,0.5446236068248956,4997.773524203272
Student_4,15,2,Visual Impairment,0.8116713446878663,4.581094374425797,5,0,0.2729887644743817,2.120155951797216,7,1,0.1138593739528978,3.5593283072797584,8,1,0.8627883557834168,2.478260747508826,7,0,0.18881489459020173,3.4673076202161823,5,1,0.643801356232254,3.0260779240233413,5,0,0.15504363036258206,1.9254853639283462,6,1,0.5959166067944811,3.5379091343730154,7,1,0.9067483367571063,4.350185630856549,1,0,0.21753194665956432,1.272291849771244,8,1,0.4024744663177665,3.643425620286826,7,1,0.6991281357762533,1.6276120825249594,9,0,0.7236284496842036,2.2095449193713073,4,0,0.6610943402535798,1.5935981743312158,5,0,0.060927405245696065,1.5094603634948958,4,1,0.1946695106104831,4.892519623643192,8,1,0.31108574533155686,1.9862775946795566,8,1,0.19692441344757594,2.0429730716839547,8,1,0.25180111775740444,3.2702165397344714,8,1,0.32584527306344346,3.4395402770360586,6,1,0.9759953355591006,4.242777933659384,6,0,0.3140663398015533,3.869409584858259,1,1,0.6366284075779038,1.6815132327994582,4,0,0.8456682214984701,1.2204360967769756,6,0,0.46086133177710753,4581.014688903574,0.6169051546145745,5829.386497311038,0.503558599140213,5075.180851056223,0.3920054967951444,3948.506720096957,0.5369030101157732,4991.713825267258,0.1953787035752348,5340.424174136634,0.6963327810173099,5505.322971256071,0.7653527459897376,5450.726900192574,0.15805049977684926,5495.459511791591,0.5799870623144416,6339.455762829622,0.7255589107558066,5130.282837656126,0.752239027699409,4796.4080218698655,0.3928546271787814,5762.242362531123,0.6199538058184177,5020.339600718066,0.8237288675007737,5849.123520686529,0.5295061614453187,5018.190025315945,0.3482137763559394,4680.831138971423,0.13874973037111948,5417.158542203581,0.4575789162653384,5141.240550143181,0.6279388310179108,4591.903873793276
Student_5,16,7,Visual Impairment,0.49123651378696864,3.024195809570036,8,1,0.36153394418674967,4.196896692558925,9,1,0.20472655127001094,2.957598375005127,2,1,0.09640909934180142,4.565635128938626,1,1,0.34913692019727804,2.8660273243012107,8,1,0.7280032407999659,3.0141241978070004,9,0,0.6815405749593334,1.895564678597498,5,0,0.7293339720304531,2.6794613975513104,8,0,0.0883736495715226,4.362499977589111,6,1,0.2713202378788897,4.968508835078312,8,1,0.8311437691047671,2.5073246827592293,2,0,0.5438037386601431,3.9994863974822286,4,1,0.8409229177752902,2.936151640737466,1,0,0.7636132369538089,3.425353829283954,6,0,0.19291151941142548,2.5047566507216366,3,1,0.6529072355340495,4.10429465427034,7,0,0.3610295953735052,1.208530750529805,7,1,0.9034661518042957,1.8319993102051852,5,0,0.1089216416312263,1.5772573626710575,1,1,0.19925253384910313,4.337298437203587,9,1,0.35252785100513573,3.7940368926284767,1,1,0.3379787379068879,2.1786935030928203,9,1,0.6691140963928243,4.170251551846659,7,0,0.6045054883380903,2.756011700531723,2,0,0.0833387816385821,5003.7854805266625,0.15917946798759675,4915.26564917976,0.9614272850736608,5068.348176995541,0.11154884363507267,5132.660479875073,0.30358737913161427,6112.227411064044,0.9224811697395483,4715.064872856569,0.9183538577164164,5098.139073949472,0.6038271286950514,5528.492842678741,0.9832356070617266,5084.0497571544565,0.0018241229438215045,5449.778723671637,0.19383015193424447,4116.561602690353,0.4409590203541439,5558.529727771867,0.9568258892267707,5066.539134116558,0.2471345589361419,5240.70017356289,0.7543182627527445,3825.1862865871576,0.1954639268726347,5124.127987373363,0.8188252523637771,4654.457834933777,0.5492251219359789,4912.1755624367515,0.5140332133957057,4833.277826458761,0.6097212338145717,4557.581438741331
Student_6,12,9,Hearing Impairment,0.06462114873558344,2.7385148811490336,7,1,0.5310026286314515,3.9030529721171456,3,1,0.7217725512970996,1.037328081296561,6,0,0.931052662223485,2.246065989659017,9,0,0.2695661342883974,3.3956065944052014,7,1,0.1884055074273816,4.2649259817799,7,1,0.7276821686373393,3.0784206753314898,8,0,0.8342525345625881,4.6469958657933965,8,0,0.22347749893001356,4.292204753207448,3,1,0.17157428609993253,2.0472103481151493,9,1,0.2968252695599506,3.5087670560534256,4,1,0.2936148003105371,3.6013014784778266,9,1,0.6822630011877365,3.448355261404385,5,0,0.05172221408099642,2.9464512423002263,3,1,0.9869323668350349,4.347976999600158,9,0,0.2573405129621431,1.6911131295235506,9,1,0.42303664045958356,1.6368969973735656,2,1,0.23284484650577109,3.683695329820908,5,1,0.7058983296071266,2.740318302559699,5,0,0.5455262221524397,1.659535934017983,8,1,0.5496131232972626,4.920238497967432,9,1,0.08272974629967378,2.119858871701871,5,1,0.8525703185880708,3.1439131994610334,8,0,0.24904927582193326,3.925577269915399,4,1,0.07199702935924501,4914.850225402408,0.9411590764952281,5335.933322301838,0.8552250161751147,5508.24415272034,0.09399356845008999,4537.316095128076,0.6526556690645249,4771.336445498598,0.8188398567060908,5123.652569335734,0.6150313995386398,5414.753056326919,0.27922367243393786,5575.865527008961,0.14078317599401213,5451.408768405487,0.6924813651985994,5376.349152935037,0.5904841924979982,5700.723999534643,0.060221988413150074,4595.451730826014,0.16439341086901726,5684.029870888143,0.4710256693395535,5368.775294640667,0.8926084795297422,4255.518991144198,0.8668215149818673,4740.54084750436,0.05526387797284149,5335.592398880267,0.7796189854486836,5512.6455437236655,0.5763722423564709,4568.939258018343,0.3500622454862631,5066.802585691703
Student_7,12,3,ADHD,0.5388898328235578,2.144888119025234,1,1,0.31347747167591566,2.9842462293688987,9,1,0.45925926965177144,1.9869891325284388,4,1,0.419370585549119,1.3961856873678289,1,1,0.6023497617687862,4.013988013747118,1,0,0.5958004960167138,2.9063568463800045,7,1,0.030400958482383778,2.313722064546173,1,1,0.8570153954732286,4.6479282825960855,9,0,0.9197643725492697,2.2969877857041237,5,0,0.4142351791722837,2.4141804964323623,2,1,0.48204239693516104,4.76460413122829,1,1,0.610394353428208,4.535119027479064,4,0,0.49987474414694744,1.4361545834346292,9,1,0.6770940725417177,4.6735484874705575,9,0,0.21051543130619188,4.970473436009447,1,1,0.09477058011925565,3.9214544014520336,6,1,0.16619836954712108,3.9288501059191225,5,1,0.4963249963449773,4.729347732660525,7,1,0.6719945595990765,1.7576196007057119,1,0,0.6765852055002121,3.922704568326533,3,0,0.47585403569742923,3.20983358958356,3,1,0.7957325349267363,2.6340482487322934,4,0,0.24039857618303928,4.9464727067251335,7,1,0.6392651200406382,1.0757736590111082,7,0,0.6005040995072556,4838.260641771685,0.3081492625577983,4393.878287264038,0.37934102668524583,5538.113029030935,0.4553369269359351,5306.650927035872,0.9211157143087467,4557.963097274807,0.042511183324218216,5220.487366692287,0.677084056357377,4937.514214171231,0.7935532918511885,4659.028865485734,0.5969265360205087,5705.675500353817,0.7302007150809119,5096.692886301424,0.41867685695398293,4932.2046871623525,0.9750866481698288,5840.406824965033,0.9178094517091767,5473.972070495405,0.5186434013489811,4282.453700204408,0.8065191698353973,5629.9304274976,0.352057506238559,4906.286509905504,0.39304768012366387,4461.769815561895,0.21467759548250076,4701.407366557937,0.04233414479732445,5113.011604977844,0.8748185062249335,5502.211218951048
Student_8,9,7,Dyslexia,0.6428162066065922,4.228668684441852,5,0,0.6760226642692765,2.542246485062631,7,0,0.4884592124895182,4.327609943262052,3,1,0.216787079180088,3.6079327892678656,6,1,0.16578694566694407,3.2528300850390366,8,1,0.9411472718889254,4.324453967493509,1,0,0.11325724189086805,2.33427162777487,4,1,0.3864595491276066,4.008369470759687,2,1,0.9245138909065572,4.05274124124851,1,0,0.08354535854053968,4.146740576754174,5,1,0.37651722838449553,4.4642518388309185,6,1,0.8239075089814359,1.0835964638439926,6,0,0.7012205362348161,3.041307518607581,9,0,0.513108890127858,2.1829919183964313,7,1,0.4697374238410501,2.6283149069416485,8,1,0.343658797536351,2.3917196109126273,8,1,0.19040755205694437,3.763157955487447,7,1,0.6479998385824938,4.218962666036292,1,0,0.48136472682645337,4.945127222173349,6,1,0.14813045415086523,1.5496183863287114,3,1,0.6036830922361852,1.4968833526452756,8,0,0.6431666071016228,4.898495509844597,1,0,0.2623980196714353,3.429555209389987,4,1,0.8687061615488808,1.6354631717255868,3,0,0.9395764299721792,5499.04639439811,0.4350099702477024,4684.7021683456705,0.009900219355916895,4899.30422298955,0.26164903557123176,5698.922986153359,0.7741315027775993,5107.438032497403,0.9875039728655451,5428.299501977593,0.736232501014116,4992.544257865758,0.7783093294561382,4456.219244646257,0.6078624996270385,5023.815759444872,0.2213204071850996,4535.134587202912,0.0908656152116828,5338.559277335609,0.9314207615119321,5152.6050314247195,0.7925314936982171,4217.164265682643,0.8958333789438283,5318.954028602869,0.09373827686401748,4188.021490409649,0.39904951953830237,5411.2898247698195,0.9403954464392215,4721.137250864545,0.5953137397184807,4408.532470075734,0.5887221475636597,4906.133252763119,0.5237570882579445,5340.142505213138
Student_9,17,8,Dyslexia,0.3330816518212436,1.824896477332592,1,1,0.41111704070509947,2.0705537166895778,8,1,0.6583263431823351,1.0007833827089092,3,0,0.6612711604877713,2.736934310403933,8,0,0.47658668405907434,4.581101404394596,8,1,0.22956409815541834,3.5428747809708314,9,1,0.5823526876214076,4.144775130363861,5,1,0.31282825552296534,2.9864144427510637,5,1,0.36479757150233205,1.8803004182730492,3,1,0.024089787000685536,3.4457304442769607,2,1,0.9936952581903665,4.001605937838699,6,0,0.4906208242930541,4.987690489312726,2,1,0.9386082723034804,4.960182914924523,1,0,0.016241405627369754,2.938996216997152,7,1,0.7263727703954977,4.4114073157259295,8,0,0.6090142620292301,2.17958822377258,5,0,0.23082901555630342,3.7212384596770067,6,1,0.5966448665342269,4.546810262346765,1,1,0.5398679398278488,1.4210515828357106,2,1,0.05341565335855236,1.5871713833354857,8,1,0.32534240745373544,3.0896876199057495,4,1,0.8269654842789693,4.714192711176128,9,0,0.4288588951561033,2.7638368022199393,6,1,0.36582023166042765,1.6076370961609503,1,1,0.8938760465602343,4435.7271033773395,0.8048105004383601,4820.319289336247,0.3733387213290823,5325.563747430384,0.5935084196115356,5277.550330065589,0.3509401183982913,4367.159413488434,0.4229898685295844,4233.491555197634,0.8234477025988797,3969.8856287997783,0.8826503590251388,4245.618434532016,0.0026288669857349456,4301.713707673581,0.6229345382518549,4321.463744190649,0.7070701769185654,4658.579870227809,0.9552198492034826,4885.721135764795,0.6839640912315846,5618.801060268896,0.36070194905527775,3968.80220373058,0.652058818207157,4943.488207295621,0.7042023952889519,4718.53664146122,0.4976392348724411,5031.7723579127605,0.2586967375638769,5404.059325256021,0.9561371074526461,5009.1492228178495,0.09705705039712742,4763.3313549169925
